occurrence_id	disposition	emission_id	index_command	exclusion_reason	language	variety	form	display	sort_key	form_role	source_scope	source_ref
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:50:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:50:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fasten@\iventry{*fastēn-}{}}		pgmc		*fastēn-	*fastēn-	fasten	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:50
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastena@\iventry{*fastēną}{}}		pgmc		*fastēną	*fastēną	fastena	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:2	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}		oe		festan	festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fastijana@\iventry{*fástijaną}{}}		pgmc		*fástijaną	*fástijaną	fastijana	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:2	suppress			regular_output_default_exclusion	oe		festan	festan	festan	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:3	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}		oe		festan	festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faest@\iventry{fæst}{}}		oe		fæst	fæst	faest	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:2	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faestan@\iventry{fæstan}{}}		oe		fæstan	fæstan	faestan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:3	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!faestan@\iventry{fǣstan}{}}		oe		fǣstan	fǣstan	faestan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61
Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:63:1	emit	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:63:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!festan@\iventry{festan}{}}		oe		festan	festan	festan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:63
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:21:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:21:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!flasko@\iventry{*flaskō}{}}		pgmc		flaskō	*flaskō	flasko	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:21
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:23:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:23:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!flaskon@\iventry{*fláskōn}{}}		pgmc		fláskōn	*fláskōn	flaskon	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:23
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:23:2	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:23:2	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!flasko@\iventry{*flaskǭ}{}}		pgmc		flaskǭ	*flaskǭ	flasko	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:23
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:27:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:27:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flasce@\iventry{flasce}{}}		oe		flasce	flasce	flasce	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:27
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:28:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:28:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flascan@\iventry{flascan}{}}		oe		flascan	flascan	flascan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:28
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:32:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:32:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flasce@\iventry{flasce}{}}		oe		flasce	flasce	flasce	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:32
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flascan@\iventry{flascan}{}}		oe		flascan	flascan	flascan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33:2	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flaxe@\iventry{flaxe}{}}		oe		flaxe	flaxe	flaxe	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:36:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:36:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flasce@\iventry{flasce}{}}		oe		flasce	flasce	flasce	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:36
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:42:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:42:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!flaskon@\iventry{*fláskōn}{}}		pgmc		fláskōn	*fláskōn	flaskon	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:42
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:43:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:43:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flasce@\iventry{flasce}{}}		oe		flasce	flasce	flasce	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:43
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:44:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:44:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flasce@\iventry{flasce}{}}		oe		flasce	flasce	flasce	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:44
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:45:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:45:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flascan@\iventry{flascan}{}}		oe		flascan	flascan	flascan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:45
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:59:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:59:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!flasko@\iventry{*flaskō}{}}		pgmc		*flaskō	*flaskō	flasko	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:59
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:60:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:60:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!flaskon@\iventry{*fláskōn}{}}		pgmc		*fláskōn	*fláskōn	flaskon	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:60
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:60:2	suppress			regular_output_default_exclusion	oe		flasce	flasce	flasce	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:60
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:60:3	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:60:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flasce@\iventry{flasce}{}}		oe		flasce	flasce	flasce	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:60
Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:63:1	emit	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:63:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!flasce@\iventry{flasce}{}}		oe		flasce	flasce	flasce	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:63
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgan@\iventry{fylgan}{}}		oe		fylgan	fylgan	fylgan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21:2	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!folgian@\iventry{folgian}{}}		oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:22:1	\index[iv]{08on@\ivlangheader{Old Norse}{}!fylgja@\iventry{fylgja}{}}		on		fylgja	fylgja	fylgja	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:22
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:22:2	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:22:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgean@\iventry{fylg(e)an}{}}		oe		fylg(e)an	fylg(e)an	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:22
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgan@\iventry{fylgan}{}}		oe		fylgan	fylgan	fylgan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26:2	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!folgian@\iventry{folgian}{}}		oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:29:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:29:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fulgijana@\iventry{*fúlgijaną}{}}		pgmc		fúlgijaną	*fúlgijaną	fulgijana	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:29
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:30:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:30:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fulgena@\iventry{*fulgēną}{}}		pgmc		fulgēną	*fulgēną	fulgena	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:30
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:30:2	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:30:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!folgian@\iventry{folgian}{}}		oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:30
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:34:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:34:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgan@\iventry{fylgan}{}}		oe		fylgan	fylgan	fylgan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:34
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgian@\iventry{fylgian}{}}		oe		fylgian	fylgian	fylgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35:2	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyligan@\iventry{fyligan}{}}		oe		fyligan	fyligan	fyligan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:36:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:36:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgean@\iventry{fylgean}{}}		oe		fylgean	fylgean	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:36
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:39:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:39:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgean@\iventry{fylg(e)an}{}}		oe		fylg(e)an	fylg(e)an	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:39
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!folgian@\iventry{folgian}{}}		oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40:2	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgean@\iventry{fylgean}{}}		oe		fylgean	fylgean	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgan@\iventry{fylgan}{}}		oe		fylgan	fylgan	fylgan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:2	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgean@\iventry{fylgean}{}}		oe		fylgean	fylgean	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:3	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgan@\iventry{fylġan}{}}		oe		fylġan	fylġan	fylgan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:48:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:48:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fulgijana@\iventry{*fúlgijaną}{}}		pgmc		fúlgijaną	*fúlgijaną	fulgijana	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:48
Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:56:1	emit	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:56:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fylgan@\iventry{fylġan}{}}		oe		fylġan	fylġan	fylgan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:56
