form	source_path	source_ref	heading	category	sort_key	context	note
hunig	Germanic/docs/lexeme_reports/model_entries/2296-withy-wīþiġ.model.md	Germanic/docs/lexeme_reports/model_entries/2296-withy-wīþiġ.model.md:27	### Reconstruction and comparative evidence	likely_oe	hunig	of OE `-ig`, including forms such as `hunig`, supports an analysis in which the	
hvina	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:26	### Reconstruction and comparative evidence	likely_oe	hvina	`hvina` and Old English `hwinan` to the same strong verb	
hwalas	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:32	### Old English evidence	likely_oe	hwalas	plural **`hwalas`** [@ClarkHall1960, 170; @BosworthToller1898, 326]. The comparison form	
hwalas	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md	Germanic/docs/lexeme_reports/model_entries/2284-whale-hwæl.model.md:36	### Old English evidence	likely_oe	hwalas	The plural **`hwalas`** remains important control evidence. It shows the same	
hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:26	### Reconstruction and comparative evidence	likely_oe	hwinan	`hvina` and Old English `hwinan` to the same strong verb	
hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:37	### Old English evidence	likely_oe	hwinan	Clark Hall records `hwinan` with the gloss 'to hiss, whizz, whistle'	
hwinan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:42	### Old English evidence	likely_oe	hwinan	usual vowel length marking to the dictionary spelling `hwinan`; it does not turn	
hycgan	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md:33	### Lexical note	likely_false_positive	hycgan	Campbell's assibilation discussion uses the same verb `þencan`; the class-III relic `hycgan` is a different lexeme [@Campbell1959; @Hogg1992].	
iuzuð	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:52	### Development to Old English	likely_oe	iuzud	as `duguþ` and `munuc` [@Campbell1959, §374]. Brunner likewise cites `iuzuð`	
*jéoguθ	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:51	### Development to Old English	likely_pgmc	jeogu	`*jéoguθ`, which surfaces as `ġeoguþ`. Campbell preserves `u` after accented `u` in forms such	
*jéogūθ	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:50	### Development to Old English	likely_pgmc	jeogu	`*jéogūθ` [@Fulk2018, 109]; unstressed long-vowel shortening then produces	
*jéugunθ	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:49	### Development to Old English	likely_pgmc	jeugun	fronting yields `*jéugunθ`; nasal-spirant lengthening and loss give	
Jugend	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:53	### Development to Old English	likely_false_positive	jugend	`Jugend` and `munuc` `Mönch` in the same environment	
*jugunþi	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:965	## Historical discussion of medial unstressed vowel changes	likely_preoe	jugunthi	These two rules belong together because the same low-stress vocalic region supplies their witnesses, and the order evidence ties them together through *wuduwe* 	
*kalbaz	Germanic/docs/lexeme_reports/model_entries/1975-calf-ċealf.model.md	Germanic/docs/lexeme_reports/model_entries/1975-calf-ċealf.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	kalbaz	Kroonen treats the noun under `*kalbiz-` and notes an older s-stem `*kalbaz, pl. *kalbizō`, while Orel cites `*kalbaz` as the citation form and Ringe and Taylor	
*kauwjan	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:28	### Reconstruction and comparative evidence	likely_pgmc	kauwjan	same set as `*hauwja-` and `*kauwjan`, yielding Anglian `strēzan` beside West	
*kneht	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:22	### Reconstruction and comparative evidence	likely_pgmc	kneht	Ringe and Taylor cite `*kneht`, and Orel gives `*knextaz`	
*knextaz	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:22	### Reconstruction and comparative evidence	likely_pgmc	knextaz	Ringe and Taylor cite `*kneht`, and Orel gives `*knextaz`	
*kráftuz	Germanic/docs/lexeme_reports/model_entries/1981-craft-cræft.model.md	Germanic/docs/lexeme_reports/model_entries/1981-craft-cræft.model.md:36	### Development to Old English	likely_pgmc	kraftuz	comparator `*kráftiz` gives `creft`, while the u-stem comparator `*kráftuz`	
*kurnan	Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md	Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md:21	### Reconstruction and comparative evidence	likely_oe	kurnan	Kroonen cites the noun as `*kurna-`, and Orel gives the citation form `*kurnan`, both with Old English `corn` among the reflexes [@Kroonen2013; @Orel2003, 264].	
*kurnăn	Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md	Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md:29	### Development to Old English	likely_pgmc	kurnan	With northwest Germanic lowering, `*kúrną` becomes `*kórną`, and later loss of final nasal after a heavy syllable yields `*kórn`, whence `corn`. The oblique for	
*kwedu-2	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:21	### Reconstruction and comparative evidence	likely_oe	kwedu2	Kroonen reconstructs the resin word as `*kwedu-2` and gives Old English	
lædan	Germanic/docs/lexeme_reports/model_entries/2093-lead-lǣdan.model.md	Germanic/docs/lexeme_reports/model_entries/2093-lead-lǣdan.model.md:25	### Old English evidence	likely_oe	laedan	Clark Hall and Bosworth-Toller both record `lædan` / `lǣdan` as the ordinary Old English verb 'to lead, guide, conduct' [@ClarkHall1960; @BosworthToller1898].	
læppa	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md:22	### Reconstruction and comparative evidence	likely_oe	laeppa	and the Old English dictionary tradition preserves variant `læppa`	
læppa	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md:34	### Old English evidence	likely_oe	laeppa	[@Campbell1959, §158]. Sievers-Brunner records `lappa` beside variant `læppa`	
læppa	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md:35	### Old English evidence	likely_oe	laeppa	[@SieversBrunner1965, §10]. The dictionary tradition also preserves `læppa`	
læppa	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md:38	### Old English evidence	likely_oe	laeppa	The target of this entry is the restored singular `lappa`. The variant `læppa`	
læppa	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md:45	### Development to Old English	likely_oe	laeppa	[@Campbell1959, §158]. Sievers-Brunner records `lappa` beside variant `læppa`	
*laidijaną	Germanic/docs/lexeme_reports/model_entries/2093-lead-lǣdan.model.md	Germanic/docs/lexeme_reports/model_entries/2093-lead-lǣdan.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	laidijana	Ringe and Taylor derive Old English `lǣdan` from Proto-Germanic `*laidijaną`, and Kroonen likewise cites a weak verb of the `*laidjan-` type for 'lead' [@RingeT	
*lappōn	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	lappon	The comparative sources point to a weak noun with `pp`: Orel gives `*lappōn`,	
leappan	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md:39	### Old English evidence	likely_oe	leappan	and the oblique or plural `leappan` remain part of the Old English record and	
learn	Germanic/docs/assembly/capr_book_intro_alpha_01.md	Germanic/docs/assembly/capr_book_intro_alpha_01.md:83	## Relative chronology	likely_false_positive	learn	The sound-change section uses lexical consequences to explain order. The argument comes from the derivational effect of moving the rule; the number assigned to 	
lecchon	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md:22	### Reconstruction and comparative evidence	likely_ohg	lecchon	Ringe and Taylor give PWGmc `*li/ekkōn` continuing as Old English `liccian`, Old Saxon `likkon`, and Old High German `lecchon` [@RingeTaylor2014, 50]. Orel give	
lecchon	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md:22	### Reconstruction and comparative evidence	likely_ohg	lecchon	Ringe and Taylor give PWGmc `*li/ekkōn` continuing as Old English `liccian`, Old Saxon `likkon`, and Old High German `lecchon` [@RingeTaylor2014, 50]. Orel give	
lecgan	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:1393	## Historical discussion	likely_oe	lecgan	such as \emph{weccan} ‘wake’, \emph{licgan} ‘lie’, \emph{lecgan} ‘lay’,	
lēoht	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:25	### Old English evidence	likely_oe	leoht	Clark Hall and Bosworth-Toller preserve the verb family under spellings such as `liehtan`, `lihtan`, and `līhtan`, distinct from the related noun `lēoht` and ad	
Leornian	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md:51	### Development to Old English	likely_false_positive	leornian	`Leornian` reflects the later `eo` development that Campbell treats as	
leornian	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md:27	### Reconstruction and comparative evidence	likely_false_positive	leornian	beside `leornian`, and he states that the `eo` of `leornian` is secondary,	
leornian	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md:34	### Old English evidence	likely_oe	leornian	English family. Dictionary practice more often privileges **`leornian`** as the	
leornian	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md:41	### Old English evidence	likely_oe	leornian	to the leveled `leornian` headword tradition.	
leornian	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:27	### Old English evidence	likely_oe	leornian	Clark Hall gives the ordinary headword as **`leornian`** [@ClarkHall1960, 186]. Brunner, however, explicitly records **`leornian, nordh. auch liorna`**, and Cam	
leornian	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md:29	### Old English evidence	likely_oe	leornian	**`Liorna`** can therefore be treated as an attested Northumbrian finite form, while **`leornian`** remains the better-known dictionary headword.	
leornian	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md:27	### Old English evidence	likely_oe	leornian	Clark Hall gives the ordinary headword as **`leornian`** [@ClarkHall1960, 186]. Brunner records Northumbrian finite forms in **`liorn-`**, including **`liorna`*	
*leuxtą	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:29	### Development to Old English	likely_pgmc	leuxta	From `*léuxtijaną`, the regular verbal line preserves `*xt`, passes through a West Saxon `liehtan` stage, and is represented here by normalized `līehtan`. The w	
libban	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:22	### Reconstruction and comparative evidence	likely_oe	libban	`*libēn-`, reflected in Old English `libban` [@Kroonen2013, 336]. Ringe and	
libban	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md	Germanic/docs/lexeme_reports/model_entries/2107-live-lifeþ.model.md:33	### Old English evidence	likely_oe	libban	The ordinary lemma tradition centers on `libban` and, in later remodeling,	
licgan	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:1393	## Historical discussion	likely_oe	licgan	such as \emph{weccan} ‘wake’, \emph{licgan} ‘lie’, \emph{lecgan} ‘lay’,	
liehtan	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	liehtan	Fulk gives Proto-Germanic `*liuxtijanan` with Old English `līehtan` 'illuminate', and Ringe and Taylor likewise derive West Saxon `liehtan` from the same weak-v	
liehtan	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:25	### Old English evidence	likely_oe	liehtan	Clark Hall and Bosworth-Toller preserve the verb family under spellings such as `liehtan`, `lihtan`, and `līhtan`, distinct from the related noun `lēoht` and ad	
liehtan	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:29	### Development to Old English	likely_false_positive	liehtan	From `*léuxtijaną`, the regular verbal line preserves `*xt`, passes through a West Saxon `liehtan` stage, and is represented here by normalized `līehtan`. The w	
liehtan	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md:33	### Dialect note	likely_false_positive	liehtan	Ringe and Taylor and Campbell distinguish West Saxon `liehtan` from Anglian `lihtan`, while later West Saxon also shows `lyhtan` [@RingeTaylor2014; @Campbell195	
