entry	class_bucket	source_key	current_citation	surrounding_claim	source_layer	candidate_locator	locator_basis	action	file_changed	note
light — OE līehtan	regular	Fulk2018	[@Fulk2018; @RingeTaylor2014]	Fulk gives Proto-Germanic _\*liuxtijanan_ with Old English _līehtan_ 'illuminate', and Ringe and Taylor likewise derive West Saxon _liehtan_ from the same weak-verb formation [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller preserve the verb family under spellings such as _liehtan_, _lihtan_, and _līhtan_, distinct from the related noun _lēoht_ and adjective _leoht/liht_ [@ClarkHall1960; @BosworthToller1898]. From _\*léuxtijaną_, the regular verbal line preserves _\*xt_, passes through a West Saxon _liehtan_ stage, and is represented here by normalized _līehtan_.	regular book-prose overlay	81	Fulk discussion of PGmc *liuxtijana > OE līehtan in local page-marked OCR.	locator_added	Germanic/docs/assembly/book_prose/regular_all_01/2102-light-līehtan.book.md	same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1786; verified in local page-marked source and applied in compact regular book prose
light — OE līehtan	regular	RingeTaylor2014	[@Fulk2018; @RingeTaylor2014]	Fulk gives Proto-Germanic _\*liuxtijanan_ with Old English _līehtan_ 'illuminate', and Ringe and Taylor likewise derive West Saxon _liehtan_ from the same weak-verb formation [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller preserve the verb family under spellings such as _liehtan_, _lihtan_, and _līhtan_, distinct from the related noun _lēoht_ and adjective _leoht/liht_ [@ClarkHall1960; @BosworthToller1898]. From _\*léuxtijaną_, the regular verbal line preserves _\*xt_, passes through a West Saxon _liehtan_ stage, and is represented here by normalized _līehtan_.	regular book-prose overlay	264	Ringe & Taylor discussion of WS liehtan and later WS lyhtan.	locator_added	Germanic/docs/assembly/book_prose/regular_all_01/2102-light-līehtan.book.md	same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1786; verified in local page-marked source and applied in compact regular book prose
light — OE līehtan	regular	ClarkHall1960	[@ClarkHall1960; @BosworthToller1898]	Fulk gives Proto-Germanic _\*liuxtijanan_ with Old English _līehtan_ 'illuminate', and Ringe and Taylor likewise derive West Saxon _liehtan_ from the same weak-verb formation [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller preserve the verb family under spellings such as _liehtan_, _lihtan_, and _līhtan_, distinct from the related noun _lēoht_ and adjective _leoht/liht_ [@ClarkHall1960; @BosworthToller1898]. From _\*léuxtijaną_, the regular verbal line preserves _\*xt_, passes through a West Saxon _liehtan_ stage, and is represented here by normalized _līehtan_.	regular book-prose overlay	204	Clark Hall līhtan / liehtan entry in local page-marked OCR.	locator_added	Germanic/docs/assembly/book_prose/regular_all_01/2102-light-līehtan.book.md	same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1786; verified in local page-marked source and applied in compact regular book prose
light — OE līehtan	regular	BosworthToller1898	[@ClarkHall1960; @BosworthToller1898]	Fulk gives Proto-Germanic _\*liuxtijanan_ with Old English _līehtan_ 'illuminate', and Ringe and Taylor likewise derive West Saxon _liehtan_ from the same weak-verb formation [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller preserve the verb family under spellings such as _liehtan_, _lihtan_, and _līhtan_, distinct from the related noun _lēoht_ and adjective _leoht/liht_ [@ClarkHall1960; @BosworthToller1898]. From _\*léuxtijaną_, the regular verbal line preserves _\*xt_, passes through a West Saxon _liehtan_ stage, and is represented here by normalized _līehtan_.	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=1786
light — OE līehtan	regular	RingeTaylor2014	[@RingeTaylor2014; @Campbell1959]	Dialect note. Ringe and Taylor and Campbell distinguish West Saxon _liehtan_ from Anglian _lihtan_, while later West Saxon also shows _lyhtan_ [@RingeTaylor2014; @Campbell1959].	regular book-prose overlay	264	Ringe & Taylor discussion of WS liehtan and later WS lyhtan.	locator_added	Germanic/docs/assembly/book_prose/regular_all_01/2102-light-līehtan.book.md	same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1788; verified in local page-marked source and applied in compact regular book prose
light — OE līehtan	regular	Campbell1959	[@RingeTaylor2014; @Campbell1959]	Dialect note. Ringe and Taylor and Campbell distinguish West Saxon _liehtan_ from Anglian _lihtan_, while later West Saxon also shows _lyhtan_ [@RingeTaylor2014; @Campbell1959].	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=1788
milk — OE meoloc	regular	Kroonen2013	[@Kroonen2013; @Orel2003, 306]	Kroonen and Orel reconstruct the noun as _\*meluk-_ / _\*melukz_, and the nominative-style input used here is _\*mélukz_ [@Kroonen2013; @Orel2003, 306]. Old English preserves a mixed dossier for this noun. The unsyncopated line from _\*mélukz_ loses final _\*z_, lowers unstressed _u_ to _o_, and with back mutation yields _meoloc_.	regular book-prose overlay	404	Kroonen *meluk- entry with OE meoloc / meolc in local page-marked OCR.	locator_added	Germanic/docs/assembly/book_prose/regular_all_01/2126-milk-meoloc.book.md	same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1877; verified in local page-marked source and applied in compact regular book prose
milk — OE meoloc	regular	Campbell1959	[@Campbell1959; @RingeTaylor2014]	Comparison note. Syncopated _meolc_ and Anglian _milc_ belong to the competing leveled tradition associated with oblique forms, whereas _meoloc / meoluc_ preserves the fuller nominal shape [@Campbell1959; @RingeTaylor2014].	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=1879
milk — OE meoloc	regular	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	Comparison note. Syncopated _meolc_ and Anglian _milc_ belong to the competing leveled tradition associated with oblique forms, whereas _meoloc / meoluc_ preserves the fuller nominal shape [@Campbell1959; @RingeTaylor2014].	regular book-prose overlay	268	Ringe & Taylor discussion of meolc < meoluc < *meluk and Anglian milc.	locator_added	Germanic/docs/assembly/book_prose/regular_all_01/2126-milk-meoloc.book.md	same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1879; verified in local page-marked source and applied in compact regular book prose
net — OE nett	regular	Orel2003	[@Orel2003; @Fulk2018]	Orel gives _\*natjan_ with Old English _nett_, and Fulk's account of West Germanic gemination before _j_ explains the geminate outcome after a short vowel [@Orel2003; @Fulk2018]. Clark Hall and Bosworth-Toller record _nett_ as the noun, and Campbell notes that final geminates are often graphically simplified in Old English spelling [@ClarkHall1960; @BosworthToller1898, 29; @Campbell1959]. From _\*nátją_, West Germanic j-gemination first gives _\*náttją_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1973
net — OE nett	regular	Fulk2018	[@Orel2003; @Fulk2018]	Orel gives _\*natjan_ with Old English _nett_, and Fulk's account of West Germanic gemination before _j_ explains the geminate outcome after a short vowel [@Orel2003; @Fulk2018]. Clark Hall and Bosworth-Toller record _nett_ as the noun, and Campbell notes that final geminates are often graphically simplified in Old English spelling [@ClarkHall1960; @BosworthToller1898, 29; @Campbell1959]. From _\*nátją_, West Germanic j-gemination first gives _\*náttją_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1973
net — OE nett	regular	ClarkHall1960	[@ClarkHall1960; @BosworthToller1898, 29; @Campbell1959]	Orel gives _\*natjan_ with Old English _nett_, and Fulk's account of West Germanic gemination before _j_ explains the geminate outcome after a short vowel [@Orel2003; @Fulk2018]. Clark Hall and Bosworth-Toller record _nett_ as the noun, and Campbell notes that final geminates are often graphically simplified in Old English spelling [@ClarkHall1960; @BosworthToller1898, 29; @Campbell1959]. From _\*nátją_, West Germanic j-gemination first gives _\*náttją_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1973
net — OE nett	regular	Campbell1959	[@ClarkHall1960; @BosworthToller1898, 29; @Campbell1959]	Orel gives _\*natjan_ with Old English _nett_, and Fulk's account of West Germanic gemination before _j_ explains the geminate outcome after a short vowel [@Orel2003; @Fulk2018]. Clark Hall and Bosworth-Toller record _nett_ as the noun, and Campbell notes that final geminates are often graphically simplified in Old English spelling [@ClarkHall1960; @BosworthToller1898, 29; @Campbell1959]. From _\*nátją_, West Germanic j-gemination first gives _\*náttją_.	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=1973
net — OE nett	regular	Campbell1959	[@Campbell1959; @Orel2003]	Form note. Spellings in _net_ can therefore be graphic simplifications, but the lexical target supported by the dictionary evidence is _nett_ [@Campbell1959; @Orel2003].	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=1975
net — OE nett	regular	Orel2003	[@Campbell1959; @Orel2003]	Form note. Spellings in _net_ can therefore be graphic simplifications, but the lexical target supported by the dictionary evidence is _nett_ [@Campbell1959; @Orel2003].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=1975
nightmare — OE mare	regular	RingeTaylor2014	[@RingeTaylor2014; @Orel2003]	Ringe and Taylor treat the lexeme as Proto-Germanic / Proto-Northwest-Germanic _\*marōn-_, with Old English _mare, maran_, and variant _mere_; Orel preserves the same comparative lemma though with a different Old English headword tradition [@RingeTaylor2014; @Orel2003]. Clark Hall records _mare_ 'nightmare, monster' and also preserves related variant forms _mera / mere_ [@ClarkHall1960, 213]. The selected simplex input _\*márōn_ regularly gives _mare_ after brightening, A-restoration before the n-stem ending, and later reduction of the final vowel.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2022
nightmare — OE mare	regular	Orel2003	[@RingeTaylor2014; @Orel2003]	Ringe and Taylor treat the lexeme as Proto-Germanic / Proto-Northwest-Germanic _\*marōn-_, with Old English _mare, maran_, and variant _mere_; Orel preserves the same comparative lemma though with a different Old English headword tradition [@RingeTaylor2014; @Orel2003]. Clark Hall records _mare_ 'nightmare, monster' and also preserves related variant forms _mera / mere_ [@ClarkHall1960, 213]. The selected simplex input _\*márōn_ regularly gives _mare_ after brightening, A-restoration before the n-stem ending, and later reduction of the final vowel.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2022
nightmare — OE mare	regular	RingeTaylor2014	[@RingeTaylor2014; @ClarkHall1960, 213]	Form note. The concept corresponds to an unattested compound _\*nihtmare_, but the Old English lexical evidence is for simplex _mare_, with oblique _maran_ and variant _mere / mera_ [@RingeTaylor2014; @ClarkHall1960, 213].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2024
coat — OE rocc	regular	Orel2003	[@Orel2003; @Kroonen2013, 290]	Orel cites a masculine _\*rukkaz_ for the garment word, while Kroonen gives _\*hrukka-_. Both treat this as the garment lexeme and not as the separate stone word [@Orel2003; @Kroonen2013, 290]. Clark Hall and Bosworth-Toller record _rocc_ as an over-garment or tunic and preserve compounds such as _bisceoprocc_ and _breóstrocc_ [@ClarkHall1960; @BosworthToller1898]. With _\*rúkkaz_ as the selected input, Northwest Germanic u-lowering and later loss of final _-a_ yield _rocc_ as a regular outcome.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2069
