entry	class_bucket	source_key	current_citation	surrounding_sentence	source_layer	candidate_locator	locator_basis	action	reason_if_left_broad	file_changed	status
spar — OE spearra	A	Kroonen2013	[@Kroonen2013; @Orel2003]	Form note. This entry concerns the noun _spearra_ only. It should be kept separate from verb _sperran_, even though the Modern English glosses overlap [@Kroonen2013; @Orel2003].	regular book-prose overlay	506	Kroonen *sparran- entry verified in local page-marked OCR.	locator_added		yes	tightened
spar — OE spearra	B	Orel2003	[@Kroonen2013; @Orel2003]	Form note. This entry concerns the noun _spearra_ only. It should be kept separate from verb _sperran_, even though the Modern English glosses overlap [@Kroonen2013; @Orel2003].	regular book-prose overlay		Exact comparative-headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
still — OE stillan	D	KlugeSeebold2011	[@KlugeSeebold2011]	The wider West Germanic family includes adjective _still_ and verb _stillen_ [@KlugeSeebold2011]. The selected input _\*stéllijaną_ represents the verbal j-formation used for the OE row. Clark Hall gives _stillan_ as the verb and separately _stille_ as the adjective [@ClarkHall1960]. As a heavy-stem Class I weak verb, _\*stéllijaną_ undergoes the expected syncope and i-umlaut, and later loss of _j_ after a heavy stem yields _stillan_.	regular book-prose overlay			leave broad	source quarantined	no	not_inspected
still — OE stillan	A	ClarkHall1960	[@ClarkHall1960]	The wider West Germanic family includes adjective _still_ and verb _stillen_ [@KlugeSeebold2011]. The selected input _\*stéllijaną_ represents the verbal j-formation used for the OE row. Clark Hall gives _stillan_ as the verb and separately _stille_ as the adjective [@ClarkHall1960]. As a heavy-stem Class I weak verb, _\*stéllijaną_ undergoes the expected syncope and i-umlaut, and later loss of _j_ after a heavy stem yields _stillan_.	regular book-prose overlay	292	Clark Hall headword stillan verified in local page-marked OCR.	locator_added		yes	tightened
still — OE stillan	A	ClarkHall1960	[@ClarkHall1960; @KlugeSeebold2011]	Form note. The note concerns lexical framing rather than sound law: _stillan_ is the verb represented here, while _stille_ belongs to the related adjectival branch of the family [@ClarkHall1960; @KlugeSeebold2011].	regular book-prose overlay	292	Clark Hall headword stillan verified in local page-marked OCR.	locator_added		yes	tightened
still — OE stillan	D	KlugeSeebold2011	[@ClarkHall1960; @KlugeSeebold2011]	Form note. The note concerns lexical framing rather than sound law: _stillan_ is the verb represented here, while _stille_ belongs to the related adjectival branch of the family [@ClarkHall1960; @KlugeSeebold2011].	regular book-prose overlay			leave broad	source quarantined	no	not_inspected
summer — OE sumer	B	Kroonen2013	[@Kroonen2013; @RingeTaylor2014; @Orel2003, 425]	Kroonen gives the lexeme as _\*sumara-_, and Ringe and Taylor likewise use _\*sumaraz_, while Orel preserves an alternate _\*sumeraz_ [@Kroonen2013; @RingeTaylor2014; @Orel2003, 425]. The selected input _\*súmaraz_ follows the _\*a_ vocalism that underlies the regular development represented here. Clark Hall gives _sumor m., gs. sumeres, ds. sumera, sumere_, and Bright likewise lists _sumor (sumer)_ with genitive _sumeres_ [@ClarkHall1960; @BrightCassidyRingler1971, 440]. From _\*súmaraz_, loss of final _-az_ is followed by fronting and merger in the unstressed second syllable, yielding _sumer_.	regular book-prose overlay		Exact comparative-headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
summer — OE sumer	G	RingeTaylor2014	[@Kroonen2013; @RingeTaylor2014; @Orel2003, 425]	Kroonen gives the lexeme as _\*sumara-_, and Ringe and Taylor likewise use _\*sumaraz_, while Orel preserves an alternate _\*sumeraz_ [@Kroonen2013; @RingeTaylor2014; @Orel2003, 425]. The selected input _\*súmaraz_ follows the _\*a_ vocalism that underlies the regular development represented here. Clark Hall gives _sumor m., gs. sumeres, ds. sumera, sumere_, and Bright likewise lists _sumor (sumer)_ with genitive _sumeres_ [@ClarkHall1960; @BrightCassidyRingler1971, 440]. From _\*súmaraz_, loss of final _-az_ is followed by fronting and merger in the unstressed second syllable, yielding _sumer_.	regular book-prose overlay			leave broad	not inspected in this pass	no	not_inspected
summer — OE sumer	B	ClarkHall1960	[@ClarkHall1960; @BrightCassidyRingler1971, 440]	Kroonen gives the lexeme as _\*sumara-_, and Ringe and Taylor likewise use _\*sumaraz_, while Orel preserves an alternate _\*sumeraz_ [@Kroonen2013; @RingeTaylor2014; @Orel2003, 425]. The selected input _\*súmaraz_ follows the _\*a_ vocalism that underlies the regular development represented here. Clark Hall gives _sumor m., gs. sumeres, ds. sumera, sumere_, and Bright likewise lists _sumor (sumer)_ with genitive _sumeres_ [@ClarkHall1960; @BrightCassidyRingler1971, 440]. From _\*súmaraz_, loss of final _-az_ is followed by fronting and merger in the unstressed second syllable, yielding _sumer_.	regular book-prose overlay	218	Exact OE headword sweep in local page-marked OCR found sumer on p. 218.	leave broad	page found but claim not isolated	no	left_broad
summer — OE sumer	B	ClarkHall1960	[@ClarkHall1960; @BrightCassidyRingler1971, 440]	Form note. Old English also has _sumor_ as a common headword spelling. The selected form here is _sumer_, and _sumeres/sumere_ show that the _e_-vocalism was also real in Old English [@ClarkHall1960; @BrightCassidyRingler1971, 440].	regular book-prose overlay	218	Exact OE headword sweep in local page-marked OCR found sumer on p. 218.	leave broad	page found but claim not isolated	no	left_broad
sunder — OE sundrian	B	Orel2003	[@Orel2003]	Orel distinguishes three related formations: adverbial _\*sunþraz_ > sundor, Class I verbal _\*sunþrjanan_ > syndrian, and Class II verbal _\*sunþrōjanan_ > sundrian [@Orel2003]. Kluge-Seebold aligns the cognate set with German _sondern_ and OE _gesundrian_, so this entry belongs with the Class II verb, not the adverb [@KlugeSeebold2011]. Clark Hall and Bosworth-Toller keep _sundrian_ and _syndrian_ separate from adverbial _sundor_, and both preserve the prefixed verbal family _ā-sundrian_ [@ClarkHall1960, 296; @BosworthToller1898]. From _\*súndrōjaną_, the Class II weak-verb suffix yields regular OE _-ian_, producing _sundrian_.	regular book-prose overlay		Exact comparative-headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
sunder — OE sundrian	D	KlugeSeebold2011	[@KlugeSeebold2011]	Orel distinguishes three related formations: adverbial _\*sunþraz_ > sundor, Class I verbal _\*sunþrjanan_ > syndrian, and Class II verbal _\*sunþrōjanan_ > sundrian [@Orel2003]. Kluge-Seebold aligns the cognate set with German _sondern_ and OE _gesundrian_, so this entry belongs with the Class II verb, not the adverb [@KlugeSeebold2011]. Clark Hall and Bosworth-Toller keep _sundrian_ and _syndrian_ separate from adverbial _sundor_, and both preserve the prefixed verbal family _ā-sundrian_ [@ClarkHall1960, 296; @BosworthToller1898]. From _\*súndrōjaną_, the Class II weak-verb suffix yields regular OE _-ian_, producing _sundrian_.	regular book-prose overlay			leave broad	source quarantined	no	not_inspected
sunder — OE sundrian	G	BosworthToller1898	[@ClarkHall1960, 296; @BosworthToller1898]	Orel distinguishes three related formations: adverbial _\*sunþraz_ > sundor, Class I verbal _\*sunþrjanan_ > syndrian, and Class II verbal _\*sunþrōjanan_ > sundrian [@Orel2003]. Kluge-Seebold aligns the cognate set with German _sondern_ and OE _gesundrian_, so this entry belongs with the Class II verb, not the adverb [@KlugeSeebold2011]. Clark Hall and Bosworth-Toller keep _sundrian_ and _syndrian_ separate from adverbial _sundor_, and both preserve the prefixed verbal family _ā-sundrian_ [@ClarkHall1960, 296; @BosworthToller1898]. From _\*súndrōjaną_, the Class II weak-verb suffix yields regular OE _-ian_, producing _sundrian_.	regular book-prose overlay			leave broad	not inspected in this pass	no	not_inspected
sunder — OE sundrian	B	Orel2003	[@Orel2003; @ClarkHall1960, 296]	Form note. The earlier confusion was lexical, not phonological: _sundor_ is the separate adverb, and _syndrian_ is a related but different verb. The verb treated here is the Class II verb _sundrian_ [@Orel2003; @ClarkHall1960, 296].	regular book-prose overlay		Exact comparative-headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
swallow — OE swealwe	A	ClarkHall1960	[@ClarkHall1960]	Kroonen gives the bird name as _\*swalwōn-_, and Ringe and Taylor cite the later West Germanic stage _\*swalwa_, from which West Saxon _swealwe_ and Mercian _swalwe_ develop [@Kroonen2013, 535; @RingeTaylor2014, 200]. The selected etymological comparison belongs to the swallow-bird family, not to the verb _swelgan_. Clark Hall records _swealwe (a, o)_ as the noun headword [@ClarkHall1960]. From _\*swálwōn_, brightening yields _\*swælw-_, and breaking before _lw_ gives _\*swealw-_.	regular book-prose overlay	299	Clark Hall headword swealwe verified in local page-marked OCR.	locator_added		yes	tightened
swallow — OE swealwe	A	ClarkHall1960	[@ClarkHall1960; @Campbell1959]	Form note. The final prose keeps the citation form _swealwe_ separate from two different kinds of background material: the unrelated verb _swelgan_, and later or oblique spellings such as _swaluwe_ or _swalewan_ [@ClarkHall1960; @Campbell1959].	regular book-prose overlay	299	Clark Hall headword swealwe verified in local page-marked OCR.	locator_added		yes	tightened
swallow — OE swealwe	G	Campbell1959	[@ClarkHall1960; @Campbell1959]	Form note. The final prose keeps the citation form _swealwe_ separate from two different kinds of background material: the unrelated verb _swelgan_, and later or oblique spellings such as _swaluwe_ or _swalewan_ [@ClarkHall1960; @Campbell1959].	regular book-prose overlay			leave broad	not inspected in this pass	no	not_inspected
swine — OE swīn	A	Kroonen2013	[@Kroonen2013]	Kroonen cites the noun as _\*swina-_ 'pig' [@Kroonen2013]. The selected comparative form here is the bare neuter citation cell _\*swī́ną_, which matches the singular noun aimed at in Old English rather than an oblique stem form. Clark Hall records _swin (y)_ as the ordinary noun headword [@ClarkHall1960]. From selected input _\*swī́ną_, loss of the final nasal vowel yields _swīn_.	regular book-prose overlay	542	Kroonen headword *swina- verified in local page-marked OCR.	locator_added		yes	tightened
swine — OE swīn	A	ClarkHall1960	[@ClarkHall1960]	Kroonen cites the noun as _\*swina-_ 'pig' [@Kroonen2013]. The selected comparative form here is the bare neuter citation cell _\*swī́ną_, which matches the singular noun aimed at in Old English rather than an oblique stem form. Clark Hall records _swin (y)_ as the ordinary noun headword [@ClarkHall1960]. From selected input _\*swī́ną_, loss of the final nasal vowel yields _swīn_.	regular book-prose overlay	301	Clark Hall headword swin verified in local page-marked OCR.	locator_added		yes	tightened
think — OE þenċan	B	Kroonen2013	[@Kroonen2013; @RingeTaylor2014]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959; @Hogg1992].	regular book-prose overlay		Exact comparative-headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
think — OE þenċan	G	RingeTaylor2014	[@Kroonen2013; @RingeTaylor2014]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959; @Hogg1992].	regular book-prose overlay			leave broad	not inspected in this pass	no	not_inspected
think — OE þenċan	G	BosworthToller1898	[@BosworthToller1898]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959; @Hogg1992].	regular book-prose overlay			leave broad	not inspected in this pass	no	not_inspected
think — OE þenċan	G	Campbell1959	[@Campbell1959; @Hogg1992]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959; @Hogg1992].	regular book-prose overlay			leave broad	not inspected in this pass	no	not_inspected
